About,A propos
"Set up a cron job to run every 5 minutes (e.g. * * * * *) to enable automatic work of the extension.<br/>
            Otherwise, some processes will not work (i.e. synchronization tasks, logs cleaning).","Programmez l'exécution d'une tâche cron toutes les 5 minutes (par ex. * * * * *) pour activer le fonctionnement automatique de l'extension.<br/>
            Sinon, certains processus ne fonctionneront pas (tâches de synchronisation ou nettoyage des journaux, par exemple)."
"You have successfully installed <strong>M2E Pro v. %s</strong>.<br/>
             Click
             <a href=""%s"">Start Configuration</a> Wizard to quickly set up main settings or
             <a href=""%s"" onclick=""%s"">Skip</a> it if you intend to set it later. <br/>
             <strong>Note:</strong> If you skip the Wizard, it never starts again. You will be required to set all settings manually.","L'installation de <strong>M2E Pro v. %s</strong> est terminée.<br/>
             Cliquez sur l'Assistant
             <a href=""%s"">Commencer la configuration</a> pour définir rapidement les paramètres principaux ou sur
             <a href=""%s"" onclick=""%s"">Ignorer</a> pour configurer les paramètres ultérieurement. <br/>
             <strong>Remarque :</strong> si vous ignorez l'Assistant, il ne sera plus exécuté. Vous devrez alors définir tous les paramètres manuellement."
Continue,Continuer
Reservation,Réservation
Not Reserved,Non réservé
Reserved,Réservé
Released,Libéré
Canceled,Annulé
Reserve QTY,Quantité réservée
Cancel QTY Reserve,Annuler la quantité réservée
edit,modifier
Configure,Configurer
Discard,Ignorer
List Rules,Règles de mise en vente
Congratulations! (Magento eBay Integration),Félicitations ! (Intégration Magento - eBay)
Configuration Wizard (Magento eBay Integration),Assistant de configuration (Intégration Magento - eBay)
Welcome to Magento eBay Integration!,Bienvenue dans l'intégration Magento - eBay !
Configuration Wizard (New 3rd Party Listings functionality),Assistant de configuration (Nouvelle fonctionnalité Annonces tierces)
Invalid component mode.,Mode du composant non valide.
"The ""Receive"" action for eBay account: ""%s"" is started. Please wait...",La tâche « Réception » pour le compte eBay %s a démarré. Veuillez patienter...
Qty Reserve Cancellation Synchronization,Synchronisation de l'annulation de la quantité réservée
eBay Qty Reserve Cancellation Synchronization,Synchronisation de l'annulation de la quantité réservée sur eBay
"Task ""%s"" is started. Please wait...",La tâche « %s » a démarré. Veuillez patienter...
"Task ""%s"" is finished. Please wait...",La tâche « %s » est terminée. Veuillez patienter...
"Task ""%s"" for eBay account: ""%s"" is started. Please wait...",La tâche « %s » pour le compte eBay %s a démarré. Veuillez patienter...
"The ""List"" action is started. Please wait...",La tâche « Mettre en vente » a démarré. Veuillez patienter...
"The ""List"" action is finished. Please wait...",La tâche « Mettre en vente » est terminée. Veuillez patienter...
Magento Order was not created. Reason: %s,La commande Magento n'a pas été créée. Motif : %s
"The 3rd Party Listings are the items, which were listed on eBay without using M2E Pro
                extension. <br/>
                To allow importing of these listings for the current eBay Account, set Import eBay listings to <i>Yes</i>.
                Imported Listings can be found in %1$s > Manage Listings > 3rd Party Listings.
                <br/><br/>

                <b>Note:</b> The 3rd Party Listings Synchronization must be enabled in %1$s > Configuration > Synchronization.
                <br/><br/>
                To map the products of the 3rd Party Listings with existing products in Magento by Custom Label (SKU)
                or Title, set Product Mapping to <i>Yes</i> and choose appropriate attribute(s).
                A Magento product will be mapped if at least one of the chosen attributes meets the same
                value in eBay Listing as it has in Magento.
                <br/><br/>
                Mapped 3rd Party Listings can be synchronized according to the rules you can set by clicking on the Synchronization Settings button.
                <br/><br/>
                <b>Note:</b> Auto mapping action is performed only once during the first
                3rd Party Listings Synchronization. Afterwards, it can be performed manually on
                the 3rd Party Listings page (%1$s > Manage Listings > 3rd Party Listings).

                ","Les annonces tierces correspondent aux objets qui ont été mis en vente sur eBay sans avoir utilisé
                l'extension M2E Pro. <br/>
                Pour permettre l'importation de ces annonces pour le compte eBay actif, sélectionnez <i>Oui</i> pour l'option Importer les annonces eBay.
                Les annonces importées sont accessibles à partir du menu %1$s > Gérer les annonces > Annonces tierces.
                <br/><br/>

                <b>Remarque :</b> vous devez activer la synchronisation des annonces tierces dans le menu %1$s > Configuration > Synchronisation.
                <br/><br/>
                Pour mapper les produits des annonces tierces avec des produits existants dans Magento par Libellé personnalisé (Référence article)
                ou Titre, sélectionnez <i>Oui</i> pour l'option Mappage des produits, puis choisissez les attributs appropriés.
                Un produit Magento est mappé si au moins un des attributs sélectionnés a la même valeur
                dans l'annonce eBay et dans Magento.
                <br/><br/>
                Les annonces tierces mappées peuvent être synchronisées à partir de règles que vous pouvez définir en cliquant sur le bouton Paramètres de synchronisation.
                <br/><br/>
                <b>Remarque :</b> le mappage automatique n'est effectué qu'une seule fois pendant la première
                synchronisation des annonces tierces. Par la suite, elle peut être exécutée manuellement à partir de
                la page Annonces tierces (%1$s > Gérer les annonces > Annonces tierces).

                "
"This section displays all <i>Enabled</i> Marketplaces in eBay > Configuration > Marketplaces.
And allows you to choose Store Views the items' information for Synchronization processes has to be taken from depending on the 3rd Party Listing Marketplaces.
<br/><br/>
<b>Note:</b> If the product doesn't have information in specified Store View, then all necessary data will be taken from default values of this product.
","Cette section affiche toutes les places de marché <i>activées</i> dans le menu eBay > Configuration > Places de marché.
Elle permet également de sélectionner les vues boutique à partir desquelles les informations sur les objets à synchroniser doivent être extraites en fonction des places de marché des annonces tierces.
<br/><br/>
<b>Remarque :</b> si aucune information n'est associée au produit dans la vue boutique spécifiée, toutes les données nécessaires sont tirées des valeurs par défaut de ce produit.
"
Whether an order has to be created in Magento if a sold product belongs to M2E Pro Listings.,Détermine si une commande doit être créée dans Magento lorsqu'un produit vendu fait partie des annonces M2E Pro.
If Store View has to be automatically taken from the listing or manually chosen from available Store View values.,Détermine si la vue boutique doit être déduite automatiquement de l'annonce ou choisie manuellement parmi les valeurs proposées.
Whether an order has to be created in Magento if a sold product does not belong to M2E Pro Listings.,Détermine si une commande doit être créée dans Magento lorsqu'un produit vendu ne fait pas partie des annonces M2E Pro.
What has to be done if a listed product does not exist in Magento.,Détermine la marche à suivre si un produit mis en vente n'existe pas dans Magento.
"<b>Note:</b> Only simple products without variations can be created in Magento. If there is a product with variations on eBay, M2E Pro creates different simple products for each variation.","<b>Remarque :</b> seuls les produits simples à version unique peuvent être créés dans Magento. S'il existe un produit avec plusieurs versions sur eBay, M2E Pro créera des produits simples différents pour chaque version."
"Necessary emails will be sent according to Magento settings in Magento > System > Configuration > Sales Emails.<br/>Hold Ctrl button, to choose more, than one option. TODO TEXT about missing customer account notification","Les e-mails requis sont envoyés conformément aux paramètres Magento définis dans le menu Magento > Système > Configuration > E-mails de vente.<br/>Pour sélectionner plusieurs options, maintenez enfoncée la touche Ctrl. TEXTE DE L'ACTION concernant la notification d'un compte client manquant"
