About,Info
"Absolute figure (+8,-3), percentage (+15%, -20%) or currency rate (1.44)","Ganze Zahl (+8, -3), Prozentbetrag (+15 %, -20 %) oder Wechselkurs (1,44)"
Custom Start Price Attribute,Attribut für benutzerdefinierten Startpreis
"Custom ""Buy It Now"" Price Attribute",Attribut für benutzerdefinierten „Sofort-Kaufen“-Preis
Reserve Price,Mindestpreis
Custom Reserve Price Attribute,Attribut für benutzerdefinierten Mindestpreis
Variation Price Source,Preis der Variante
Main Product,Hauptprodukt
Associated Products,Zugeordnete Produkte
Determines where the price for Configurable and Bundle products options should be taken from.,"Legt fest, woher der Preis für die Option für konfigurierbare und gebündelte Produktoptionen übernommen werden soll."
Customer Group For Final Price,Kundengruppe für Endpreis
"This block appears when the <b>Final Price</b> is chosen in the Price option(s).
                <br/>
                The Final Price means that the price, that will be sent to eBay, is calculated according to Catalog Price Rules. So eBay buyers can buy your products at Magento Store Price.
                <br/><br/>
                <b>Note:</b> If there is a Special Price on a product and conditions are met for Catalog Price Rule to be applied, the <u>smaller</u> price from the Special and price calculated according to Catalog Price Rules will be set.
                <br/>
                If the Final Price is set, but any of Catalog Price Rules is not applied, the Special Price will be chosen, if there is no Special Price on the product, the Products Price will be set.
                <br/><br/>
                For correct definition Price Rule, which must be applied, you have to specify the <b>Customer Group</b> your eBay buyers will be associated to.
                ","Diese Bedingung wird angezeigt, wenn in den Preisoptionen <b>Endpreis</b> ausgewählt wird.
                <br/>
                „Endpreis“ bedeutet, dass der Preis, der an eBay übermittelt wird, gemäß Katalogpreisregeln berechnet wird. Dadurch können eBay-Käufer Ihre Produkte zu Magento-Shop-Preisen kaufen.
                <br/><br/>
                <b>Hinweis:</b> Wenn für ein Produkt ein Sonderpreis gilt und die Bedingungen für die Anwendung der Katalogpreisregel erfüllt sind, wird der <u>geringere</u> Preis aus Sonderpreis und dem gemäß Katalogpreisregeln berechneten Preis eingestellt.
                <br/>
                Wenn der Endpreis eingestellt wird, jedoch die Katalogpreisregeln nicht angewendet werden, wird der Sonderpreis gewählt. Wenn es für das Produkt keinen Sonderpreis gibt, wird der reguläre Produktpreis eingestellt.
                <br/><br/>
                Für eine korrekte Definition der anzuwendenden Preisregel müssen Sie die <b>Kundengruppe</b> festlegen, mit der Ihre eBay-Käufer verknüpft werden.
                "
Best Offer,Preisvorschlag
Allow Best Offer,Preisvorschlag zulassen
Allows buyers to send their Best Offers for your consideration.,"Gibt Käufern die Möglichkeit, Ihnen Preisvorschläge zu unterbreiten."
Automatically Accept Offers of at Least,Automatisch Preisvorschläge annehmen von mindestens
"% of ""Buy It Now"" Price",% des „Sofort-Kaufen“-Preises
Price from Custom Attribute,Attribut für benutzerdefinierten „Preis ab“
Percentage (%),Prozentsatz (%)
"Percentage of ""Buy It Now"" Price. Do not use %-sign in this field.",Prozentsatz des „Sofort-Kaufen“-Preises. Verwenden Sie in diesem Feld nicht das „%“-Zeichen.
Price Custom Attribute,Attribut für benutzerdefinierten Preis
Choose an Attribute that contains an appropriate price value.,"Wählen Sie ein Attribut, das den passenden Wert für den Preis enthält."
Automatically Decline Offers Less than,"Automatisch Preisvorschläge ablehnen, wenn unter"
"Synchronization Template includes rules and conditions which determine Listing behavior on eBay.<br/>
    Activation / Deactivation Actions, Revise, Relist and Stop Rules should be specified in this template.<br/><br/>
    <b>Note:</b> Templates Synchronization setting must be enabled in Synchronization (Configuration > Synchronization).
    Otherwise, Synchronization Template Rules will not take effect.
    <ul class=""list"">
        <li><b>Activation Actions</b> - actions to be executed only once for each Listing when the Synchronization Template is activated.</li>
        <li><b>Deactivation Actions</b> - actions to be executed only once for each Listing when the Synchronization Template is deactivated.</li>
    </ul>","Synchronisierungsvorlagen enthalten Regeln und Bedingungen für das Einstellen bei eBay.<br/>
    In dieser Vorlage müssen die Aktionen Aktivieren/Deaktivieren und die Regeln Überarbeiten, Wiedereinstellen und Anhalten definiert werden.<br/><br/>
    <b>Hinweis:</b> Die Einstellung für die Synchronisierung von Vorlagen muss unter Konfiguration > Synchronisierung aktiviert werden.
    Andernfalls können die Regeln der Synchronisierungsvorlage nicht angewendet werden.
    <ul class=""list"">
        <li><b>Aktivierungsaktionen</b> – Aktionen, die bei Aktivierung der Synchronisierungsvorlage nur einmal für jedes Angebot durchgeführt werden.</li>
        <li><b>Deaktivierungsaktionen</b> – Aktionen, die bei Deaktivierung der Synchronisierungsvorlage nur einmal für jedes Angebot durchgeführt werden.</li>
    </ul>"
Wrong time format string.,Ungültiges Zeitformat.
Activation Actions,Aktivierungsaktionen
List All Items Automatically,Alle Artikel automatisch einstellen
Choose <i>No</i> only if you intend to list items manually.,"Wählen Sie <i>Nein</i>, wenn Sie Artikel manuell einstellen möchten."
Deactivation Actions,Deaktivierungsaktionen
Stop Listed Items Automatically,Eingestellte Artikel automatisch anhalten
Choose <i>No</i> only if you intend to keep items listed after Synchronization is deactivated.,"Wählen Sie <i>Nein</i>, wenn Sie möchten, dass Artikel nach der Deaktivierung der Synchronisierung eingestellt bleiben."
"Relist Rules define the conditions and schedule when the eBay items have to be relisted.<br/>
    <ul class=""list"">
        <li><b>Relist Conditions</b> - the conditions at which the Relist Action will be launched.</li>
        <li><b>Relist Schedule</b> - the schedule of relisting after the end of the initial listing period. It is possible to relist items immediately, after a certain period of time or on certain days of the week that follows.</li>
    </ul>","Die Regeln für das Wiedereinstellen definieren die Bedingungen und den Zeitplan für das Wiedereinstellen von eBay-Artikeln.<br/>
    <ul class=""list"">
        <li><b>Bedingungen für Wiedereinstellen</b> – die Bedingungen für das Auslösen der Aktion „Wiedereinstellen“.</li>
        <li><b>Zeitplan für das Wiedereinstellen</b> – der Zeitplan für das Wiedereinstellen von Artikeln nach Ablauf der ersten Angebotsdauer. Artikel können sofort, nach einer bestimmten Zeit oder an bestimmten Tagen der folgenden Woche wiedereingestellt werden.</li>
    </ul>"
"Enables/Disables the Relist action for the Listings, which use current Synchronization Template.","Aktiviert/Deaktiviert die Aktion „Wiedereinstellen“ für die Angebote, die die aktuelle Synchronisierungsvorlage verwenden."
List Action,Aktion „Einstellen“
"Automatically lists Not Listed items, if they meet the Relist Conditions.","Noch nicht eingestellte Artikel werden automatisch eingestellt, wenn sie die Bedingungen für das Wiedereinstellen erfüllen."
"Updates Title, Subtitle, Description, Price, QTY and Shipment on eBay Listings.<br/>If <i>No</i> is selected, eBay Listing(s) with existing data on eBay is relisted.","Aktualisiert Artikelbezeichnung, Untertitel, Beschreibung, Preis, Stückzahl und Versand von eBay-Angeboten.<br/>Wenn Sie <i>Nein</i> wählen, werden eBay-Angebote mit vorhandenen Daten bei eBay wiedereingestellt."
Relist Schedule,Zeitplan für Wiedereinstellen
Delay after End,Nach Angebotsende verzögern
Days of Week,An Wochentagen
"The schedule of item(s) relisting, when the Relist Conditions are met.","Der Zeitplan für das Wiedereinstellen der Artikel, wenn Bedingungen für Wiedereinstellen erfüllt werden."
Days,Tage
Hours,Stunden
Minutes,Minuten
"In how many days, hours or minutes relisting have to start.","Nach wie vielen Tagen, Stunden oder Minuten das Wiedereinstellen beginnen soll."
Monday,Montag
Tuesday,Dienstag
Wednesday,Mittwoch
Thursday,Donnerstag
Friday,Freitag
Saturday,Samstag
Sunday,Sonntag
On what days of the week that follows the end of initial listing period the items have to be relisted.<br/>(Hold Ctrl button for choosing two or more.),"An welchen Wochentagen nach dem ursprünglichen Angebotsende die Artikel wiedereingestellt werden sollen.<br/>(Halten Sie die Strg-Taste gedrückt, um mehrere Tage zu wählen.)"
Time Interval,Zeitintervall
"Sets a time interval, during that the item(s) have to be relisted if the Relist Conditions are met.","Legt ein Zeitintervall fest, während dem die Artikel wiedereingestellt werden sollen, wenn die Bedingungen für das Wiedereinstellen erfüllt sind."
Start Time (hh:mm),Startzeit (HH:MM)
hh:mm format (i.e. 20:15).,HH:MM-Format (z. B. 20:15).
End Time (hh:mm),Angebotsende (HH:MM)
hh:mm format (i.e. 21:30).,HH:MM-Format (z. B. 21:30).
"Revise Rules are the conditions, at which automatic full and partial listings revising features are enabled.
<br/>If the certain condition is enabled (<i>Yes</i> is chosen in appropriate line) and met,
then eBay Listings, which were listed using current Synchronization Template,
will be automatically fully or partially updated.<br/>
    <ul class=""list"">
        <li><b>Partial Revise</b> - contains list of product details, which changes you want to be reflected on eBay.</li>
        <li><b>Full Revise</b> - contains list of M2E Templates. If any information of the templates is changed, then listings, which use these templates in their settings, will be automatically fully revised.</li>
    </ul>","Regeln für das Überarbeiten sind die Bedingungen, die erfüllt sein müssen, damit Angebote automatisch ganz oder teilweise bearbeitet werden können.
<br/>Wenn die Bedingung für bestimmte Angebote aktiviert ist (also <i>Ja</i> in der entsprechenden Zeile ausgewählt wurde) und erfüllt wird,
 werden eBay-Angebote, die mit der aktuellen Synchronisierungsvorlage eingestellt wurden,
 automatisch vollständig oder teilweise aktualisiert.<br/>
    <ul class=""list"">
        <li><b>Teilweise überarbeiten</b> – enthält eine Liste mit Produktdetails und welche Änderungen bei eBay angezeigt werden sollen.</li>
        <li><b>Vollständig überarbeiten</b> – Enthält eine Liste von M2E-Vorlagen. Wenn Informationen in diesen Vorlagen geändert werden, werden Angebote, die diese Vorlagen in ihren Einstellungen verwenden, automatisch vollständig bearbeitet.</li>
    </ul>"
Automatically revises quantity on eBay listing(s) when the quantity or attribute for quantity of its product is changed in Magento.,"Die Stückzahlen von eBay-Angeboten werden automatisch bearbeitet, wenn die Stückzahlen oder Stückzahlenattribute der verknüpften Produkte in Magento geändert werden."
Automatically revises price on eBay listing(s) when the price(s) or attribute(s) for price(s) of its product is (are) changed in Magento.,"Die Preise von eBay-Angeboten werden automatisch bearbeitet, wenn die Preise oder Preisattribute der verknüpften Produkte in Magento geändert werden."
Automatically revises title of eBay listing(s) when the name or attribute(s) used for its title is (are) changed in Magento.,"Die Artikelbezeichnungen von eBay-Angeboten werden automatisch bearbeitet, wenn die Namen oder die für die Artikelbezeichnungen verwendeten Attribute in Magento geändert werden."
Automatically revises subtitle of eBay listing(s) when attribute(s) used for subtitle is (are) changed in Magento.,"Die Untertitel von eBay-Angeboten werden automatisch bearbeitet, wenn die für die Untertitel verwendeten Attribute in Magento geändert werden."
Automatically revises description of eBay listing(s) when at least one of products descriptions attributes changes in Magento.,"Die Beschreibungen von eBay-Angeboten werden automatisch bearbeitet, wenn mindestens eines der Attribute für die Produktbeschreibungen in Magento geändert wird."
Full Revise,Vollständig überarbeiten
Automatically revises eBay listing(s) if its Selling Format Template was changed.,"eBay-Angebote werden automatisch überarbeitet, wenn die entsprechende Angebotsformatvorlage geändert wird."
Automatically revises eBay listing(s) if its Description Template was changed.,"eBay-Angebote werden automatisch überarbeitet, wenn die entsprechende Beschreibungsvorlage geändert wird."
Automatically revises eBay listing(s) if its General Template was changed.,"eBay-Angebote werden automatisch überarbeitet, wenn die entsprechende allgemeine Vorlage geändert wird."
